frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,blockNumber,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,block,targetKind,targetTask,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
60.67961165,3.862,threshold,2024-04-25_10h35.20.955,2022.1.3-threshold-prod,6,desktop,Windows 10,Windows,Chrome,124.0.0.0,en-US,"[1536,695]",SunnyPurpleRat735,0001,SunnyPurpleRat735,SunnyPurpleRat735,6542bb57df900fab759348c0,662a6c7ab1ca36a71344f2ad,662a603a06dfb365a143116d,2,0,0,1,0,1,2,1,letter,identify,threshold,FALSE,1,sizeVspacing.xlsx,sizeVspacing5,60.67961165,,CDT
