frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,_needsUnmet,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
60.97560976,3.006,threshold,2024-04-25_10h50.52.386,2022.1.3-threshold-prod,4,desktop,Windows 10,Windows,Chrome,124.0.0.0,en-US,"[1806,1078]",LoudSkyBread328,0001,LoudSkyBread328,LoudSkyBread328,5bd49bcc25db7b0001794063,662a7b8f833d5a88e9bab641,662a603a06dfb365a143116d,_needProcessorCoresMinimum,threshold,FALSE,1,sizeVspacing.xlsx,sizeVspacing5,60.97560976,,CDT
