frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,experimentCompleteBool,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
61.29328838,4.327,threshold,2024-04-25_10h09.06.108,2022.1.3-threshold-prod,6,desktop,Windows 10,Windows,Chrome,124.0.0.0,en-US,"[1920,911]",KindBlueOnion349,0001,KindBlueOnion349,KindBlueOnion349,62d1972976dd315728ead6f9,662a7024756f7aba7ce8c6bb,662a603a06dfb365a143116d,,threshold,FALSE,1,sizeVspacing.xlsx,sizeVspacing5,61.29328838,,CDT
