frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,experimentCompleteBool,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
60.0240096,4.067,threshold,2024-04-25_10h45.52.470,2022.1.3-threshold-prod,6,desktop,Windows 10,Windows,Chrome,124.0.0.0,en-US,"[1920,911]",SpeedyYellowPlum553,0001,SpeedyYellowPlum553,SpeedyYellowPlum553,62d1972976dd315728ead6f9,662a7024756f7aba7ce8c6bb,662a603a06dfb365a143116d,,threshold,FALSE,1,sizeVspacing.xlsx,sizeVspacing5,60.0240096,,CDT
