frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,_needsUnmet,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
60.51437216,3.297,threshold,2024-04-25_12h36.26.158,2022.1.3-threshold-prod,8,desktop,Windows 10,Windows,Microsoft Edge,124.0.0.0,en-US,"[2037,981]",JollyAquaPasta313,0001,JollyAquaPasta313,JollyAquaPasta313,5db4f0b63e33f2000dd54016,662a865edd8ddaea64c7d5c6,662a603a06dfb365a143116d,_needBrowser,threshold,FALSE,1,sizeVspacing.xlsx,sizeVspacing5,60.51437216,,EDT
