frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,_needsUnmet,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
58.85815185,4.762,threshold,2024-04-25_12h29.31.692,2022.1.3-threshold-prod,4,desktop,Windows 10,Windows,Microsoft Edge,124.0.0.0,en-US,"[1358,646]",SpicyGoldTiger350,0001,SpicyGoldTiger350,SpicyGoldTiger350,63d86d675509ff61463bddcd,662a7bf6d8b86fbef9cc20d7,662a603a06dfb365a143116d,"_needBrowser,_needProcessorCoresMinimum",threshold,FALSE,1,sizeVspacing.xlsx,sizeVspacing5,58.85815185,,EDT
