frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,_needsUnmet,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC,experimentCompleteBool
61.51953245,4.883,threshold,2024-04-25_12h33.00.824,2022.1.3-threshold-prod,4,desktop,Windows 10,Windows,Chrome,124.0.0.0,en-US,"[1517,665]",WiseNavyPig013,0001,WiseNavyPig013,WiseNavyPig013,63d86d675509ff61463bddcd,662a7bf6d8b86fbef9cc20d7,662a603a06dfb365a143116d,_needProcessorCoresMinimum,threshold,FALSE,1,sizeVspacing.xlsx,sizeVspacing5,61.51953245,,EDT,
,,threshold,2024-04-25_12h33.00.824,2022.1.3-threshold-prod,4,desktop,Windows 10,Windows,Chrome,124.0.0.0,en-US,"[1517,665]",WiseNavyPig013,0001,WiseNavyPig013,WiseNavyPig013,63d86d675509ff61463bddcd,662a7bf6d8b86fbef9cc20d7,662a603a06dfb365a143116d,,threshold,FALSE,1,sizeVspacing.xlsx,sizeVspacing5,61.51953245,,EDT,FALSE
