frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,_needsUnmet,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
59.77286312,5.085,threshold,2024-04-25_12h32.06.687,2022.1.3-threshold-prod,4,desktop,Windows 10,Windows,Chrome,124.0.0.0,en-US,"[1517,665]",LuckyGrayOnion077,0001,LuckyGrayOnion077,LuckyGrayOnion077,63d86d675509ff61463bddcd,662a7bf6d8b86fbef9cc20d7,662a603a06dfb365a143116d,_needProcessorCoresMinimum,threshold,FALSE,1,sizeVspacing.xlsx,sizeVspacing5,59.77286312,,EDT
