frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,blockNumber,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,block,targetKind,targetTask,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
60.06006006,0.608,threshold,2024-04-25_12h04.04.502,2022.1.3-threshold-prod,8,desktop,Chrome OS null,Chrome OS,Chrome,122.0.0.0,en-US,"[1517,717]",NiceGoldShark315,0001,NiceGoldShark315,NiceGoldShark315,6415e163b670eed64ad645ff,662a7ed4650cc4caebf41c90,662a603a06dfb365a143116d,2,0,0,1,0,1,2,1,letter,identify,threshold,FALSE,1,sizeVspacing.xlsx,sizeVspacing5,60.06006006,,EDT
