frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,_needsUnmet,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
59.73715651,10.098,threshold,2024-06-12_09h50.30.616,2022.1.3-threshold-prod,2,desktop,OS X 10.14,OS X,Firefox,115.0,it-IT,"[1280,651]",CrazyBlackBanana324,0001,CrazyBlackBanana324,CrazyBlackBanana324,,,,_needProcessorCoresMinimum,threshold,FALSE,1,RsvpAndCrowdingFrenchNoTracking.xlsx,RsvpAndCrowdingFrenchNoTracking1,59.73715651,,UTC+2
