frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,blockNumber,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,block,targetKind,targetTask,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
50.01250313,7.129,threshold,2024-06-07_12h09.58.548,2022.1.3-threshold-prod,10,desktop,OS X 10.15.7,OS X,Chrome,125.0.0.0,en-US,"[1258,651]",CrazyRedTiger214,0001,CrazyRedTiger214,CrazyRedTiger214,,,,1,0,0,1,0,1,15,0,letter,questionAndAnswer,threshold,FALSE,1,RsvpAndCrowdingFrenchNoTracking.xlsx,RsvpAndCrowdingFrenchNoTracking1,50.01250313,,EDT
