WebGL_Report,WebGLVersion,maxTextureSize,maxViewportSize,WebGLUnmaskedRenderer,deviceMemoryGB,frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,longTask,longTaskDurationSec,longTaskStartSec,cameraResolutionXY,blockNumber,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,block,targetKind,targetTask,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
"{""WebGL_Version"":2,""GLSL_Version"":""WebGL GLSL ES 3.00 (OpenGL ES GLSL ES 3.0 Chromium)"",""WebGL_Vendor"":""WebKit"",""WebGL_Renderer"":""WebKit WebGL"",""Unmasked_Vendor"":""Google Inc. (Intel)"",""Unmasked_Renderer"":""ANGLE (Intel, ANGLE Metal Renderer: Intel(R) UHD Graphics 630, Unspecified Version)"",""maxTextureSize"":16384,""maxViewportSize"":16384,""deviceMemory"":""""}",2,16384,16384,"ANGLE (Intel, ANGLE Metal Renderer: Intel(R) UHD Graphics 630, Unspecified Version)",8,NAN,3.54,threshold,2025-02-24_18h04.51.420,2022.1.3-threshold-prod,6,desktop,OS X 10.15.7,OS X,Chrome,128.0.0.0,it-IT,"[1245,656]",TallBrownPear608,0001,TallBrownPear608,TallBrownPear608,,,,"{""name"":""self"",""entryType"":""longtask"",""startTime"":12072,""duration"":52,""attribution"":[{""name"":""unknown"",""entryType"":""taskattribution"",""startTime"":0,""duration"":0,""containerType"":""window"",""containerSrc"":"""",""containerId"":"""",""containerName"":""""}]}",0.052,12.072,0x0,1,0,0,1,0,1,16,0,letter,questionAndAnswer,threshold,FALSE,1,RsvpAndCrowdingItalian.xlsx,RsvpAndCrowdingItalian58,NAN,,UTC+1
