frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,blockNumber,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,block,targetKind,targetTask,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
49.92511233,2.453,threshold,2024-05-29_14h53.21.824,2022.1.3-threshold-prod,4,desktop,Windows 10,Windows,Chrome,125.0.0.0,it-IT,"[1600,739]",SpicyBronzeViper198,0001,SpicyBronzeViper198,SpicyBronzeViper198,,,,1,0,0,1,0,1,14,0,letter,questionAndAnswer,threshold,FALSE,1,RsvpAndCrowdingItalian.xlsx,RsvpAndCrowdingItalian8,49.92511233,,UTC+2
