frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,cameraResolutionXY,blockNumber,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,block,targetKind,targetTask,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
134.4086022,7.854,threshold,2024-12-16_10h12.01.958,2022.1.3-threshold-prod,10,desktop,OS X 10.15.7,OS X,Chrome,131.0.0.0,en-US,"[1336,674]",DownPurpleBean229,0001,DownPurpleBean229,DownPurpleBean229,,,,0x0,1,0,0,1,0,1,16,0,letter,questionAndAnswer,threshold,FALSE,1,RsvpAndCrowdingItalian.xlsx,RsvpAndCrowdingItalian53,134.4086022,,UTC+1
