WebGL_Report,WebGLVersion,maxTextureSize,maxViewportSize,WebGLUnmaskedRenderer,deviceMemoryGB,frameRateReportedByPsychoJS,computeRandomMHz,expName,date,psychopyVersion,hardwareConcurrency,deviceType,deviceSystem,deviceSystemFamily,deviceBrowser,deviceBrowserVersion,deviceLanguage,psychojsWindowDimensions,participant,session,EasyEyesID,PavloviaSessionID,ProlificParticipantID,ProlificSessionID,ProlificStudyID,_needsUnmet,name,requestedCrossSessionId,_s,experimentFilename,experiment,monitorFrameRate,setSession,UTC
"{""WebGL_Version"":2,""GLSL_Version"":""WebGL GLSL ES 3.00 (OpenGL ES GLSL ES 3.0 Chromium)"",""WebGL_Vendor"":""WebKit"",""WebGL_Renderer"":""WebKit WebGL"",""Unmasked_Vendor"":""Google Inc. (Apple)"",""Unmasked_Renderer"":""ANGLE (Apple, ANGLE Metal Renderer: Apple M1, Unspecified Version)"",""maxTextureSize"":16384,""maxViewportSize"":16384,""deviceMemory"":""""}",2,16384,16384,"ANGLE (Apple, ANGLE Metal Renderer: Apple M1, Unspecified Version)",2,NAN,4.803,threshold,2025-02-25_10h37.06.600,2022.1.3-threshold-prod,4,desktop,OS X 10.15.7,OS X,Chrome,131.0.0.0,it-IT,"[1440,671]",LoudGreenFig795,0001,LoudGreenFig795,LoudGreenFig795,,,,_needMemoryGB,threshold,FALSE,1,RsvpAndCrowdingItalian.xlsx,RsvpAndCrowdingItalian58,NAN,,UTC+1
